group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
7f6ec6a63c,fever,2,2,4,explicit_negation,yes,0.7381,1.0,False,"g24a_fever_10674,g24a_fever_149901","g24a_fever_10675,g24a_fever_111302","Manchester United was the highest-earning football club in the world for 2015 -- 16, with an annual revenue of $689 million, and the world's third most valuable football club in 2015, valued at # 1.98 billion."
7f715eada2,fever,1,1,2,numeric_value,no,0.5,1.0,False,g24a_fever_184085,g24a_fever_184101,He served during the Vietnam War and was acquitted in a court-martial of war crimes charges in 1971.
7fb8cff259,fever,4,3,7,numeric_value,no,0.2347,0.125,False,"g24a_fever_16007,g24a_fever_23885,g24a_fever_34527,g24a_fever_99007","g24a_fever_149644,g24a_fever_82934,g24a_fever_92103",It was adapted for television by Archie Comics' chief creative officer Roberto Aguirre-Sacasa and executive produced by Greg Berlanti.
7fbd1d9d89,fever,3,5,8,explicit_negation,yes,0.1874,0.2594,True,"g24a_fever_223273,g24a_fever_223278,g24a_fever_223279","g24a_fever_223272,g24a_fever_223274,g24a_fever_223288,g24a_fever_223291,g24a_fever_223295","From 1967 to 1972, the race was organized by the National Off-Road Racing Association (NORRA) and grew in popularity with ABC's ""Wide World of Sports"" sending Jim McKay to cover the 1968 event, and attracting new participants like the late Mickey Thompson, Indy 500 winner Parnelli Jones, movie actor James Garner, and Mary McGee, the first woman to compete in the event."
7fc02eae9f,fever,1,2,3,explicit_negation,yes,0.3958,0.5,False,g24a_fever_33275,"g24a_fever_130721,g24a_fever_73158","Following a highly successful and award-winning four-year stage career, his first major international onscreen success was in the 2016 miniseries War & Peace, which led to starring roles in feature films."
801b25fed7,fever,6,1,7,numeric_value,no,0.3205,0.346,False,"g24a_fever_104847,g24a_fever_125322,g24a_fever_145735,g24a_fever_24271,g24a_fever_32958,g24a_fever_54833",g24a_fever_98078,The Knicks compete in the National Basketball Association (NBA) as a member of the Atlantic Division of the Eastern Conference.
8062eda8e9,fever,1,1,2,explicit_negation,yes,0.375,0.3333,False,g24a_fever_15155,g24a_fever_136274,"Once freed, Cage becomes a ""hero for hire"" and teams up with fellow superhero Iron Fist as part of the duo, Power Man and Iron Fist."
8075112758,fever,3,4,7,explicit_negation,yes,0.3943,1.0,False,"g24a_fever_21854,g24a_fever_59532,g24a_fever_81756","g24a_fever_123121,g24a_fever_138708,g24a_fever_50213,g24a_fever_76901","One of the most fundamental scientific disciplines, the main goal of physics is to understand how the universe behaves."
807825851a,fever,2,1,3,indirect_contradiction,no,0.6667,1.0,False,"g24a_fever_119362,g24a_fever_58711",g24a_fever_58712,The iPhone 4 is a smartphone that was designed and marketed by Apple Inc.. A smartphone is a mobile personal computer with an advanced mobile operating system with features useful for mobile or handheld use.
80db42dd73,fever,3,2,5,explicit_negation,yes,0.5028,0.6667,False,"g24a_fever_5313,g24a_fever_65306,g24a_fever_85138","g24a_fever_134118,g24a_fever_5314","Younger is an American single-camera comedy-drama television series based on the Pamela Redmond Satran novel of the same name, created and produced by Darren Star."
80e806fb1e,fever,1,1,2,indirect_contradiction,no,0.2857,1.0,False,g24a_fever_3113,g24a_fever_54253,"It is of recent origin, associated with the 2006 wave of dancehall music."
810cef9240,fever,1,1,2,explicit_negation,yes,1.0,0.5,False,g24a_fever_133840,g24a_fever_120836,"Kutcher subsequently appeared in more romantic comedies, including Guess Who (2005), A Lot Like Love (2005), What Happens in Vegas (2008), and No Strings Attached (2011). No Strings Attached is a 2011 American romantic comedy film directed by Ivan Reitman and written by Elizabeth Meriwether."
814e1d9a18,fever,2,3,5,indirect_contradiction,no,0.3378,0.8333,False,"g24a_fever_108663,g24a_fever_90717","g24a_fever_125333,g24a_fever_40475,g24a_fever_76076",The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins.
81afb868b2,fever,1,1,2,explicit_negation,yes,0.5714,0.6667,False,g24a_fever_71479,g24a_fever_105077,The Daily Show is an American news satire and late-night talk show television program.
81e176ba65,fever,5,2,7,exclusive_alternative,no,0.3509,0.85,False,"g24a_fever_186318,g24a_fever_186320,g24a_fever_186323,g24a_fever_186324,g24a_fever_186326","g24a_fever_186325,g24a_fever_186335","The film is based on Victor Hugo's 1831 novel of the same name, and is notable for the grand sets that recall 15th century Paris as well as for Chaney's performance and make-up as the tortured hunchback Quasimodo."
81facdbc5e,fever,1,1,2,explicit_negation,yes,0.5,0.1429,False,g24a_fever_50529,g24a_fever_153808,"Its second and fourth seasons won the Writers Guild of America Award for Television: Comedy Series, with the third season winning the Television Critics Association Award for Outstanding Achievement in Comedy."
8216ed3c31,fever,1,1,2,indirect_contradiction,no,0.5,1.0,False,g24a_fever_11237,g24a_fever_12084,"Major neuromodulators in the central nervous system include dopamine, serotonin, acetylcholine, histamine, and norepinephrine. In the brain, acetylcholine functions as a neurotransmitter and as a neuromodulator."
82233c0ede,fever,1,2,3,indirect_contradiction,no,0.1769,0.35,False,g24a_fever_85895,"g24a_fever_47356,g24a_fever_99441","It was an official selection of the Sundance Film Festival. The Sundance Film Festival, a program of the Sundance Institute, is an American film festival that takes place annually in Park City, Utah."
82895c13eb,fever,5,3,8,indirect_contradiction,no,0.3091,0.5273,False,"g24a_fever_102080,g24a_fever_112568,g24a_fever_23427,g24a_fever_27278,g24a_fever_88473","g24a_fever_12649,g24a_fever_27279,g24a_fever_51936",The film was directed by Norman Jewison and stars Steve McQueen in the title role and Edward G. Robinson as Howard.
828b973030,fever,3,2,5,explicit_negation,yes,0.2276,0.5417,False,"g24a_fever_119048,g24a_fever_21221,g24a_fever_61937","g24a_fever_47630,g24a_fever_84516","Khan was the first R&B artist to have a crossover hit featuring a rapper, with ""I Feel for You"" in 1984."
82de6d77a2,fever,5,4,9,exclusive_alternative,no,0.3599,0.575,False,"g24a_fever_115397,g24a_fever_2270,g24a_fever_4391,g24a_fever_5136,g24a_fever_72578","g24a_fever_143872,g24a_fever_25573,g24a_fever_27233,g24a_fever_47317","The language is spoken by at least 13.2 million people today in Greece, Cyprus, Italy, Albania, Turkey, and the Greek diaspora."
82f48d4897,fever,8,10,18,numeric_value,no,0.3723,0.4292,True,"g24a_fever_147493,g24a_fever_23196,g24a_fever_27187,g24a_fever_31160,g24a_fever_35065,g24a_fever_41661,g24a_fever_71510,g24a_fever_80902","g24a_fever_122767,g24a_fever_123051,g24a_fever_126380,g24a_fever_29688,g24a_fever_45557,g24a_fever_50819,g24a_fever_71511,g24a_fever_78998,g24a_fever_86518,g24a_fever_95621","T2 Trainspotting is a 2017 British comedy drama film, set in and around Edinburgh, Scotland."
83456abe6c,fever,6,1,7,numeric_value,no,0.1674,0.0,False,"g24a_fever_207517,g24a_fever_207526,g24a_fever_207527,g24a_fever_207531,g24a_fever_207534,g24a_fever_207543",g24a_fever_207525,"Brown began her solo career when she released ""I Want You Back"" with Missy Elliott on Virgin Records."
834907b420,fever,5,4,9,explicit_negation,yes,0.3022,1.0,True,"g24a_fever_138949,g24a_fever_16161,g24a_fever_23147,g24a_fever_31885,g24a_fever_86914","g24a_fever_145624,g24a_fever_34545,g24a_fever_46666,g24a_fever_66351",Gin is a spirit which derives its predominant flavour from juniper berries (Juniperus communis).
837137e13f,fever,5,3,8,explicit_negation,yes,0.4212,0.6111,True,"g24a_fever_109566,g24a_fever_151425,g24a_fever_49398,g24a_fever_76436,g24a_fever_97204","g24a_fever_116565,g24a_fever_33130,g24a_fever_619",Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner.
8387073369,fever,1,4,5,explicit_negation,yes,0.3208,0.5833,False,g24a_fever_67047,"g24a_fever_108767,g24a_fever_124492,g24a_fever_47849,g24a_fever_67568","Hill ranked 28th on Forbes magazine's ranking of world's highest paid actors from June 2014 to June 2015, bringing in $16million."
83920ea0b6,fever,11,9,20,numeric_value,no,0.3174,0.4557,False,"g24a_fever_21852,g24a_fever_21853,g24a_fever_45226,g24a_fever_50127,g24a_fever_50128,g24a_fever_56182,g24a_fever_57965,g24a_fever_6285,g24a_fever_66940,g24a_fever_75267,g24a_fever_92811","g24a_fever_107503,g24a_fever_108880,g24a_fever_112506,g24a_fever_11730,g24a_fever_125398,g24a_fever_136205,g24a_fever_145512,g24a_fever_155995,g24a_fever_91047","Maurice Harold Macmillan, 1st Earl of Stockton, (10 February 1894 -- 29 December 1986) was a British Conservative politician and statesman who served as the Prime Minister of the United Kingdom from 10 January 1957 to 19 October 1963."
83952e3102,fever,1,2,3,numeric_value,no,0.5455,0.6071,False,g24a_fever_95547,"g24a_fever_122159,g24a_fever_44787","In 2015, she was named Esquires Sexiest Woman Alive."
83a66dafdc,fever,1,1,2,indirect_contradiction,no,0.25,0.3333,False,g24a_fever_42470,g24a_fever_80458,"Fidel Alejandro Castro Ruz ([fiˈðel aleˈhandɾo ˈkastɾo ˈrus]; August 13, 1926 -- November 25, 2016) was a Cuban revolutionary and politician who governed the Republic of Cuba as Prime Minister from 1959 to 1976 and then as President from 1976 to 2008."
83b573c87f,fever,8,9,17,numeric_value,no,0.2817,0.287,False,"g24a_fever_112316,g24a_fever_128406,g24a_fever_13200,g24a_fever_139145,g24a_fever_29104,g24a_fever_29306,g24a_fever_3597,g24a_fever_76354","g24a_fever_129921,g24a_fever_134850,g24a_fever_142498,g24a_fever_149648,g24a_fever_28092,g24a_fever_31684,g24a_fever_3598,g24a_fever_50020,g24a_fever_85780","He began his career as a rapper in the 1980s and was signed to Sire Records in 1987, when he released his debut album Rhyme Pays, one of the first hip-hop albums to carry an explicit content sticker."
83f4c27f45,fever,6,2,8,explicit_negation,yes,0.2397,0.75,False,"g24a_fever_204333,g24a_fever_204334,g24a_fever_204342,g24a_fever_204344,g24a_fever_204347,g24a_fever_204351","g24a_fever_204343,g24a_fever_204355","The Cretaceous ended with a large mass extinction, the Cretaceous -- Paleogene extinction event, in which many groups, including non-avian dinosaurs, pterosaurs and large marine reptiles died out."
8401563ca8,fever,2,2,4,explicit_negation,yes,0.4119,0.5,False,"g24a_fever_12450,g24a_fever_16420","g24a_fever_28525,g24a_fever_33055","Major features of Zoroastrianism, such as messianism, heaven and hell, and free will have, some believe, influenced other religious systems, including Second Temple Judaism, Gnosticism, Christianity, and Islam."
84109a48de,fever,4,2,6,explicit_negation,yes,0.4392,0.5625,False,"g24a_fever_136658,g24a_fever_24543,g24a_fever_67544,g24a_fever_74488","g24a_fever_136840,g24a_fever_35271","She debuted on the International Tennis Federation (ITF) junior tour in 2007, and a year later won the Wimbledon Junior Girls' Championship at the age of 14."
842c18c49e,fever,3,2,5,exclusive_alternative,no,0.2639,0.2722,False,"g24a_fever_187375,g24a_fever_187379,g24a_fever_187395","g24a_fever_187382,g24a_fever_187386",He is best known for playing Mac on the FX/FXX comedy series It's Always Sunny in Philadelphia.
848996fca1,fever,1,1,2,explicit_negation,yes,0.625,1.0,False,g24a_fever_10300,g24a_fever_92939,"In 1961, he enlisted in the U.S. Army and trained as a paratrooper in the 101st Airborne Division; he was granted an honorable discharge the following year. The 101st Airborne Division (""Screaming Eagles"") is an elite modular specialized light infantry division of the United States Army trained for air assault operations."
8495aa6651,fever,3,2,5,numeric_value,no,0.4528,0.8333,False,"g24a_fever_26294,g24a_fever_5950,g24a_fever_5951","g24a_fever_120781,g24a_fever_135020","The hotel was opened on December 15, 1952 as a casino with 200 rooms, and was established less than three months after the opening of another notable landmark, Sahara Hotel and Casino."
84f77cabc0,fever,3,1,4,explicit_negation,yes,0.5278,1.0,False,"g24a_fever_137142,g24a_fever_14406,g24a_fever_14407",g24a_fever_52428,"Up until 2011, the band continued to perform at more live venues and festivals around the world."
850a712d4b,fever,6,3,9,exclusive_alternative,no,0.1773,1.0,True,"g24a_fever_217187,g24a_fever_217195,g24a_fever_217198,g24a_fever_217201,g24a_fever_217210,g24a_fever_217215","g24a_fever_217196,g24a_fever_217197,g24a_fever_217205","A monk ([mʌŋk], from μοναχός, monachos, ""single, solitary"" and Latin monachus) is a person who practices religious asceticism by monastic living, either alone or with any number of other monks."
853b44f621,fever,7,2,9,exclusive_alternative,no,0.1955,1.0,False,"g24a_fever_102038,g24a_fever_20563,g24a_fever_46577,g24a_fever_62117,g24a_fever_74961,g24a_fever_80301,g24a_fever_88480","g24a_fever_109499,g24a_fever_129051","Aestheticism (also the Aesthetic Movement) is an intellectual and art movement supporting the emphasis of aesthetic values more than social-political themes for literature, fine art, music and other arts."
85a06caaee,fever,1,1,2,explicit_negation,yes,0.5714,1.0,False,g24a_fever_39793,g24a_fever_111717,"After appearing at his first WrestleMania that April, Styles headlined multiple pay-per-view events en route to winning his first WWE Championship at Backlash in September, holding the title up until 2017's Royal Rumble in January."
85ef303336,fever,1,3,4,indirect_contradiction,no,0.4704,0.5278,False,g24a_fever_3843,"g24a_fever_25409,g24a_fever_29750,g24a_fever_35754","Joseph Carey Merrick (5 August 1862 -- 11 April 1890; often incorrectly called John Merrick) was an English man with very severe deformities who was first exhibited at a freak show as the ""Elephant Man"", and then went to live at the London Hospital after he met Frederick Treves, so becoming well known in London society."
862d663bdc,fever,1,1,2,numeric_value,no,0.2857,1.0,False,g24a_fever_103003,g24a_fever_108201,"Kathleen Erin Walsh (born October 13, 1967) is an American actress and businesswoman."
866c1323ee,fever,2,2,4,numeric_value,no,0.2477,0.0,True,"g24a_fever_117251,g24a_fever_54759","g24a_fever_128356,g24a_fever_54760","Local government is divided between Cambridgeshire County Council and Peterborough City Council, which is a separate unitary authority."
8681f93f39,fever,6,6,12,indirect_contradiction,no,0.447,0.5014,False,"g24a_fever_108376,g24a_fever_11312,g24a_fever_131701,g24a_fever_143852,g24a_fever_28862,g24a_fever_46271","g24a_fever_132093,g24a_fever_21875,g24a_fever_41810,g24a_fever_49513,g24a_fever_51126,g24a_fever_78809","Prescott ([ˈprɛskət]; ʼWi: kwatha Ksikʼita) is a city in Yavapai County, Arizona, United States."
86c078a000,fever,3,2,5,indirect_contradiction,no,0.4083,1.0,False,"g24a_fever_161710,g24a_fever_161713,g24a_fever_161716","g24a_fever_161709,g24a_fever_161719","All species of animals, land plants and most fungi are multicellular, as are many algae, whereas a few organisms are partially uni - and partially multicellular, like slime molds and social amoebae such as the genus Dictyostelium."
86f8fe00ef,fever,3,2,5,exclusive_alternative,no,0.5539,0.9167,False,"g24a_fever_209845,g24a_fever_209859,g24a_fever_209861","g24a_fever_209846,g24a_fever_209855","On its original release as a single in 1977 the song peaked at 31 in the UK Singles Chart, however more than 20 years later it was released as a double a-side to ""No-One But You (Only the Good Die Young)"" where it reached 13 in UK Singles Chart."
8711accd6f,fever,6,6,12,numeric_value,no,0.4233,1.0,False,"g24a_fever_192031,g24a_fever_192035,g24a_fever_192037,g24a_fever_192040,g24a_fever_192044,g24a_fever_192050","g24a_fever_192029,g24a_fever_192030,g24a_fever_192034,g24a_fever_192043,g24a_fever_192045,g24a_fever_192053","It is the oldest and largest library association in the world, with more than 62,000 members."
876b208bcc,scifact,1,1,2,indirect_contradiction,no,0.7143,1.0,False,g24a_scifact_860,g24a_scifact_861,"In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown. Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis."
87737e8cae,fever,4,3,7,explicit_negation,yes,0.3711,0.4444,False,"g24a_fever_127820,g24a_fever_21958,g24a_fever_21959,g24a_fever_33222","g24a_fever_40181,g24a_fever_74135,g24a_fever_96333","The movie is scheduled to be released on June 15, 2018 and will be given an IMAX release."
8776451b5f,fever,4,3,7,exclusive_alternative,no,0.3835,0.2417,True,"g24a_fever_112782,g24a_fever_119935,g24a_fever_42966,g24a_fever_76327","g24a_fever_5466,g24a_fever_83896,g24a_fever_88040","The film was shot in Las Cruces, New Mexico, Atlanta, Georgia, and Tuscaloosa, Alabama."
87846c4d75,fever,5,7,12,exclusive_alternative,no,0.2312,0.4571,False,"g24a_fever_181627,g24a_fever_181631,g24a_fever_181633,g24a_fever_181634,g24a_fever_181642","g24a_fever_181624,g24a_fever_181628,g24a_fever_181630,g24a_fever_181637,g24a_fever_181638,g24a_fever_181640,g24a_fever_181643","Mogadishu ([ˌmɔːɡəˈdiːʃuː] Muqdisho [mʉqdɪʃɔ]; مقديشو [maqadiːʃuː]), known locally as Hamar, is the capital and most populous city of Somalia."
87855a05e3,fever,1,1,2,exclusive_alternative,no,0.2,0.3333,False,g24a_fever_215113,g24a_fever_215121,"Private Lives is a 1930 comedy of manners in three acts by Noël Coward. Sir Noël Peirce Coward (16 December 189926 March 1973) was an English playwright, composer, director, actor and singer, known for his wit, flamboyance, and what Time magazine called ""a sense of personal style, a combination of cheek and chic, pose and poise""."
878631a912,fever,6,4,10,numeric_value,no,0.3972,0.4472,False,"g24a_fever_108772,g24a_fever_113679,g24a_fever_141668,g24a_fever_44327,g24a_fever_49834,g24a_fever_59862","g24a_fever_151846,g24a_fever_16070,g24a_fever_50850,g24a_fever_5705","Emma Charlotte Duerre Watson (born 15 April 1990) is a French-British actress, model, and activist."
87a4d1344c,fever,4,1,5,exclusive_alternative,no,0.552,0.4917,False,"g24a_fever_194742,g24a_fever_194753,g24a_fever_194754,g24a_fever_194758",g24a_fever_194748,"He spent the remaining years of his life on his ranch, the ""Whispering Wind,"" near Creston, California, where he died in 1986."
87bc8a8ae9,fever,1,1,2,indirect_contradiction,no,0.6,1.0,True,g24a_fever_172278,g24a_fever_172279,"It is based on Margaret Landon's novel, Anna and the King of Siam (1944), which is in turn derived from the memoirs of Anna Leonowens, governess to the children of King Mongkut of Siam in the early 1860s."
87cc6c5d60,fever,1,2,3,exclusive_alternative,no,0.5641,0.4583,False,g24a_fever_175879,"g24a_fever_175867,g24a_fever_175877","Thereafter, Mullin played with the Indiana Pacers from 1997 until the 1999 -- 2000 season."
87e8795ff5,fever,3,4,7,exclusive_alternative,no,0.2151,0.25,False,"g24a_fever_147632,g24a_fever_2358,g24a_fever_99213","g24a_fever_2359,g24a_fever_54789,g24a_fever_77993,g24a_fever_96644","Virginia's economy changed from primarily agricultural to industrial during the 1960s and 1970s, and in 2002 computer chips became the state's leading export by monetary value."
87f335a320,scifact,1,1,2,antonym_opposite,no,0.8,1.0,False,g24a_scifact_367,g24a_scifact_368,"Exposed infants had a lower hospital death rate (14.2% vs 18.5%; OR, 0.73 [95% CI, 0.54 to 0.98]; ARR, 4.3 [95% CI, 0.3 to 8.3]) and a lower rate of pulmonary hemorrhage (5.6% vs 8.9%; OR, 0.60 [95% CI, 0.38 to 0.95]; ARR, 3.3 [95% CI, 0.4 to 6.3]). CONCLUSIONS AND RELEVANCE In this national population-based cohort of extremely preterm infants, screening echocardiography before day 3 of life was associated with lower in-hospital mortality and likelihood of pulmonary hemorrhage but not with differences in necrotizing enterocolitis, severe bronchopulmonary dysplasia, or severe cerebral lesions."
8802311001,fever,1,4,5,explicit_negation,yes,0.4208,0.5,False,g24a_fever_117636,"g24a_fever_29893,g24a_fever_41665,g24a_fever_66633,g24a_fever_70281","He probably died from natural causes, although there were unconfirmed rumors that his wife Livia poisoned him."
881eec3087,fever,2,2,4,indirect_contradiction,no,0.367,0.5833,False,"g24a_fever_21558,g24a_fever_47357","g24a_fever_59355,g24a_fever_69410","As Prime Minister, she implemented policies that have come to be known as Thatcherism."
882c49adec,fever,5,8,13,numeric_value,no,0.4772,0.8917,False,"g24a_fever_121817,g24a_fever_131416,g24a_fever_139873,g24a_fever_3761,g24a_fever_73439","g24a_fever_108752,g24a_fever_134680,g24a_fever_135964,g24a_fever_149296,g24a_fever_16951,g24a_fever_35752,g24a_fever_92638,g24a_fever_98453",The Premier League Asia Trophy (formerly the FA Premier League Asia Cup) is a pre-season association football friendly tournament held biennial in Asia.
886eac9666,fever,2,3,5,indirect_contradiction,no,0.4016,0.25,False,"g24a_fever_135642,g24a_fever_46309","g24a_fever_120591,g24a_fever_137370,g24a_fever_65223","People with parkinsonism who have increased the public's awareness of the condition include actor Michael J. Fox, Olympic cyclist Davis Phinney, and late professional boxer Muhammad Ali."
88db9e37b3,fever,4,3,7,explicit_negation,yes,0.4,0.75,False,"g24a_fever_43458,g24a_fever_43459,g24a_fever_49711,g24a_fever_54164","g24a_fever_115752,g24a_fever_130204,g24a_fever_140764","Janet Leigh (born Jeanette Helen Morrison; July 6, 1927 -- October 3, 2004) was an American actress, singer, dancer and author."
88eb91c4f8,fever,6,8,14,explicit_negation,yes,0.452,0.2292,False,"g24a_fever_12747,g24a_fever_1313,g24a_fever_13894,g24a_fever_31916,g24a_fever_48590,g24a_fever_70774","g24a_fever_102818,g24a_fever_115028,g24a_fever_153104,g24a_fever_29219,g24a_fever_3494,g24a_fever_3682,g24a_fever_4818,g24a_fever_4819","Historically, the English population is descended from several peoples -- the earlier Britons (or Brythons) and the Germanic tribes that settled in Britain following the withdrawal of the Romans, including Angles, Saxons, Jutes and Frisians."
891b1990b0,fever,1,1,2,indirect_contradiction,no,0.4,0.0,False,g24a_fever_134086,g24a_fever_127403,"Starrcade was regarded by the NWA and WCW as their flagship event of the year, much in the same vein that its rival, the World Wrestling Entertainment, regards WrestleMania."
891bf5652a,fever,4,1,5,exclusive_alternative,no,0.3333,0.875,False,"g24a_fever_139762,g24a_fever_28179,g24a_fever_86013,g24a_fever_86913",g24a_fever_48707,Ekta Kapoor (born 7 June 1975) is an Indian TV and film producer.
8982f9b01d,fever,6,7,13,numeric_value,no,0.3184,0.497,False,"g24a_fever_204415,g24a_fever_204419,g24a_fever_204421,g24a_fever_204425,g24a_fever_204437,g24a_fever_204449","g24a_fever_204431,g24a_fever_204432,g24a_fever_204436,g24a_fever_204440,g24a_fever_204443,g24a_fever_204444,g24a_fever_204458","Wilk started his career as a drummer for Greta in 1990, and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991."
899b8146f4,fever,5,9,14,numeric_value,no,0.371,0.3323,False,"g24a_fever_419,g24a_fever_42611,g24a_fever_63044,g24a_fever_72250,g24a_fever_72640","g24a_fever_129180,g24a_fever_154498,g24a_fever_154811,g24a_fever_420,g24a_fever_42612,g24a_fever_51683,g24a_fever_69267,g24a_fever_77126,g24a_fever_78174",Toy Story 2 is a 1999 American computer-animated comedy adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures.
899cb17819,fever,1,1,2,numeric_value,no,0.6429,1.0,False,g24a_fever_123375,g24a_fever_122657,"Brown University is a private Ivy League research university in Providence, Rhode Island, United States, founded in 1764 as ""The College in the English Colony of Rhode Island and Providence Plantations."" Providence is the capital of and most populous city in the U.S. state of Rhode Island, founded in 1636, and one of the oldest cities in the United States."
89a00bc329,fever,2,4,6,exclusive_alternative,no,0.4098,0.7375,False,"g24a_fever_201793,g24a_fever_201797","g24a_fever_201795,g24a_fever_201796,g24a_fever_201798,g24a_fever_201799",Live Through This is the second studio album by American alternative rock band Hole.
89aeed0984,fever,1,2,3,exclusive_alternative,no,0.5,0.6,False,g24a_fever_182904,"g24a_fever_182918,g24a_fever_182936","The cinematography was by Nicolas Roeg and the soundtrack was by Richard Rodney Bennett. Sir Richard Rodney Bennett, CBE (29 March 193624 December 2012) was an English composer of film, TV and concert music, and also a jazz pianist."
8a830513c0,fever,3,3,6,exclusive_alternative,no,0.3785,0.3333,False,"g24a_fever_50486,g24a_fever_58662,g24a_fever_94019","g24a_fever_109036,g24a_fever_113214,g24a_fever_57058",The Combined Statistical Area spans up to 39 counties in north Georgia and had an estimated 2015 population of 6.3 million people.
8ab41d7c96,fever,1,1,2,explicit_negation,yes,0.6667,1.0,False,g24a_fever_196992,g24a_fever_196964,Diwali or Deepavali is the Hindu festival of lights celebrated every year in autumn in the northern hemisphere (spring in southern hemisphere).
8ac07fe664,fever,2,3,5,exclusive_alternative,no,0.248,0.0,False,"g24a_fever_196744,g24a_fever_196755","g24a_fever_196735,g24a_fever_196749,g24a_fever_196762",Marnie is a 1964 American psychological thriller film directed by Alfred Hitchcock.
8b48f0be7b,fever,1,1,2,explicit_negation,yes,0.4,1.0,False,g24a_fever_182447,g24a_fever_182445,"Epistemology studies the nature of knowledge, justification, and the rationality of belief. Theory of justification is a part of epistemology that attempts to understand the justification of propositions and beliefs."
8b5b845c95,fever,3,1,4,antonym_opposite,no,0.8039,1.0,False,"g24a_fever_136731,g24a_fever_48541,g24a_fever_7297",g24a_fever_107725,"Its aim is to ""promote the social, economic and cultural development of cities in both the developed and the developing world."""
8b5e0f40a2,fever,2,2,4,numeric_value,no,0.4549,1.0,False,"g24a_fever_16782,g24a_fever_45376","g24a_fever_119624,g24a_fever_69837","The Charter of the United Nations (also known as the UN Charter) of 1945 is the foundational treaty of the United Nations, an intergovernmental organization."
8b7bb78786,fever,4,6,10,explicit_negation,yes,0.3447,1.0,True,"g24a_fever_107192,g24a_fever_155383,g24a_fever_34180,g24a_fever_60769","g24a_fever_113357,g24a_fever_130415,g24a_fever_157002,g24a_fever_55055,g24a_fever_64584,g24a_fever_70670","A floppy disk, also called a floppy, diskette or just disk, is a type of disk storage composed of a disk of thin and flexible magnetic storage medium, sealed in a rectangular plastic enclosure lined with fabric that removes dust particles."
8b8eff4876,fever,3,3,6,exclusive_alternative,no,0.5417,0.4921,False,"g24a_fever_202436,g24a_fever_202441,g24a_fever_202468","g24a_fever_202450,g24a_fever_202475,g24a_fever_202477","The film, starring Gary Oldman as George Smiley, along with Colin Firth, Tom Hardy, John Hurt, Toby Jones, Mark Strong, Benedict Cumberbatch, and Ciarán Hinds, is set in London in the early 1970s and follows the hunt for a Soviet double agent at the top of the British secret service."
8ba82d34e6,fever,7,6,13,explicit_negation,yes,0.5185,0.5575,False,"g24a_fever_10452,g24a_fever_10453,g24a_fever_106071,g24a_fever_144087,g24a_fever_48390,g24a_fever_6113,g24a_fever_72263","g24a_fever_12691,g24a_fever_150396,g24a_fever_28656,g24a_fever_31496,g24a_fever_95105,g24a_fever_96711","It was founded as the Golden State Comic Book Convention in 1970 by a group of San Diegans that included Shel Dorf, Richard Alf, Ken Krueger and Mike Towry; later, it was called the ""San Diego Comic Book Convention""."
8c0ed5638c,fever,6,5,11,exclusive_alternative,no,0.2001,0.2067,True,"g24a_fever_100083,g24a_fever_145558,g24a_fever_160551,g24a_fever_160823,g24a_fever_95585,g24a_fever_98693","g24a_fever_108837,g24a_fever_132420,g24a_fever_142043,g24a_fever_160350,g24a_fever_160843","Kesha Rose Sebert ([ˈkɛʃə_roʊz_ˈsɛbərt]; born March 1, 1987; formerly stylized as Ke $ha) is an American singer, songwriter, and rapper."
8c1215eac7,fever,4,3,7,indirect_contradiction,no,0.3131,0.3164,False,"g24a_fever_121923,g24a_fever_72403,g24a_fever_9040,g24a_fever_9041","g24a_fever_116795,g24a_fever_145041,g24a_fever_99775","Based on the 1982 novel La Casa de los Espíritus by Isabel Allende, the film is about the life of a young lady named Clara during the military dictatorship in Chile, and her recollection of her family history, mainly the rise of her husband, Esteban Trueba."
8c4923f08b,fever,2,2,4,explicit_negation,yes,0.631,0.7083,False,"g24a_fever_19412,g24a_fever_89583","g24a_fever_145389,g24a_fever_19413","Born in Salzburg, he showed prodigious ability from his earliest childhood."
8c62a5da7a,fever,1,3,4,numeric_value,no,0.2964,0.3889,False,g24a_fever_79321,"g24a_fever_111321,g24a_fever_124984,g24a_fever_38107","He is best known as the co-director of Bolt (2008), Tangled (2010), and Zootopia (2016), and a supervising animator on Lilo & Stitch (2002) and Brother Bear (2003)."
8c93bac78b,fever,4,1,5,explicit_negation,yes,0.1619,0.5,False,"g24a_fever_227771,g24a_fever_227773,g24a_fever_227779,g24a_fever_227791",g24a_fever_227775,"Lyon had a population of 506,615 in 2014 and is France's third-largest city after Paris and Marseille."
